"target_id","gene_name","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"ENST00000395938.4","PMP22",9.83550230017572e-85,4.28851042646015e-81,1.5643897087259,0.0802019937368368,7.23172213028845,0.737678863970759,0.00207288753748886,0.00228250713814862,0.00757565216155655,0.00757565216155655
"ENST00000584437.3","RNF43",3.44792259639925e-84,1.41985452519721e-80,-3.29123051824011,0.169289997771661,5.78472624893858,3.25386040192693,0.0283862065539399,-0.0231350757184288,0.0146024484643538,0.0146024484643538
"ENST00000476918.1","HES1",1.50268994793894e-83,5.86238893163293e-80,-2.05938360543193,0.106341755949834,6.03262350808952,1.28559125778037,0.00414672547328037,0.0124445338815077,0.0128161281144607,0.0128161281144607
"ENST00000367033.3","PLXNA2",2.49898243526245e-82,9.26172870156971e-79,-2.80687325956536,0.146036249366623,5.09006959145005,2.37198957017269,0.0115313936311122,-0.000995991638891264,0.0204584855624934,0.0204584855624934
"ENST00000395407.4","PAQR5",7.46188054233624e-79,2.63383063485777e-75,1.86858772955833,0.0993896114249182,7.26113706114879,1.05626588535674,0.00732142826246776,0.00365338978747556,0.00749601402632658,0.00749601402632658
"ENST00000331817.5","KRT7",1.22401100010923e-76,3.78035797383735e-73,1.20080330762097,0.0648096356966114,10.4015528249971,0.437155170168232,3.58148696489334e-05,0.00568492899309546,0.00626461844904229,0.00626461844904229
"ENST00000371941.3","PREX1",1.21307666580422e-76,3.78035797383735e-73,1.82175240216734,0.0983208753981953,6.29647921546739,1.00014005247614,0.00324259459742961,0.00238929044681108,0.0112578972111716,0.0112578972111716
"ENST00000389131.5","LOXL2",1.19801279816203e-76,3.78035797383735e-73,2.02601700164978,0.109341168367762,7.81946249326131,1.24577005661222,0.000590473229812177,0.0173427634202287,0.00630380901632329,0.0173427634202287
"ENST00000272849.5","NRP2",6.47792574085329e-76,1.92067907046004e-72,1.78206803966266,0.0966504938314271,6.39758266713153,0.96110998877091,0.00327541455058437,0.00719963466788354,0.0107365623862037,0.0107365623862037
"ENST00000338380.2","SLPI",1.89700622055759e-75,5.40821881125425e-72,-2.75305147221362,0.149784548372124,5.52384357995598,2.30071021571453,0.00968759014230796,0.0239655262542536,0.0168595198204133,0.0239655262542536
"ENST00000306773.4","NPTX1",3.56926920541528e-75,9.79883372526674e-72,3.79048483027263,0.206613716283366,7.15201298337383,4.36155964786579,0.00305749386635345,0.0609763477682813,0.00780105502819633,0.0609763477682813
"ENST00000360409.5","NRP2",2.43922998380282e-74,6.45733868997859e-71,1.65805500406493,0.0908971202128415,7.50186227588161,0.834658662707017,0.00125554788739065,0.011137881807091,0.00691130783905583,0.011137881807091
"ENST00000613246.2","PTPRJ",2.07955502698899e-73,5.31534264898385e-70,1.55691129562288,0.0859056873351419,7.73042284698439,0.736047579271263,0.000624729206908375,0.0104449514678764,0.00645685867575201,0.0104449514678764
"ENST00000311620.6","ANKS4B",1.62411578825321e-71,4.01286528961603e-68,-2.58205066592792,0.144392523510726,5.79021877529105,2.0251147334406,0.00660362128578314,0.0246701799829101,0.0145588628854443,0.0246701799829101
"ENST00000550557.1","NR4A1",4.5628776182303e-71,1.09102819539904e-67,-1.94812248811737,0.109294752963904,7.81555479945286,1.15288878024311,0.00114026454158622,0.0167777499965749,0.00631025864317015,0.0167777499965749
"ENST00000296027.4","CXCL5",7.1666664912638e-71,1.66006870937012e-67,1.97473319424032,0.110944961269311,8.06379300455297,1.18464189784764,0.000444694840150428,0.0180184818064228,0.0059467487428828,0.0180184818064228
"ENST00000285930.6","AKR1B1",4.66331750849056e-70,1.04746589999804e-66,1.10242649415769,0.0623050583666656,10.0280289467219,0.368915779581847,5.76756176678103e-05,0.00533298322683269,0.0057652048294426,0.0057652048294426
"ENST00000215909.7","LGALS1",5.00736197263381e-70,1.09166382017503e-66,1.09544744889336,0.0619246649635445,8.81860878264309,0.364603130943111,0.00015565101863413,0.00559634517763673,0.00534719746048006,0.00559634517763673
"ENST00000335934.6","TP53I3",2.67936453438973e-69,5.67443476420299e-66,1.18183990013594,0.0671681749020195,7.90840371475854,0.420127711454485,0.000603889198703846,0.000776169036900862,0.00616345638079858,0.00616345638079858
"ENST00000549441.4","DNAJC22",9.81976975027619e-69,2.02189059158187e-65,-1.16078687163362,0.0662492774986722,7.93619414303491,0.409331706846673,0.000461364826425956,0.00591845822305311,0.00612208532721815,0.00612208532721815
"ENST00000375980.6","EFHD2",3.5968494758238e-68,7.20575325799901e-65,1.50042952187964,0.0859968614715855,7.78350137110866,0.684261177257949,0.000609190705636551,0.010483999568808,0.0063640805866825,0.010483999568808
"ENST00000269593.4","IGFBP4",3.72636068021454e-68,7.26875681737427e-65,1.31482595360164,0.0753677546202911,10.4951253595094,0.525446544603143,3.29913101481591e-05,0.00848745634460846,0.0064228273063183,0.00848745634460846
"ENST00000262067.4","TSPAN13",6.86057280019266e-68,1.303931021132e-64,-1.35998403621029,0.0781125816399194,7.04022184809271,0.556730810281189,0.00101048429860348,0.0013193115228158,0.00814187881707614,0.00814187881707614
"ENST00000394555.4","EFEMP1",5.54476053964104e-67,1.02749957560088e-63,3.64350854913552,0.210722873940567,5.72399304961715,4.03583131980922,0.0197086743625938,0.046897520040064,0.0150978230939062,0.046897520040064
"ENST00000336098.5","FGG",5.76088167712081e-67,1.04151120349976e-63,-2.60457371269222,0.15065512495622,6.4713457511074,2.06237762746489,0.0235146814742915,0.0105307685390698,0.0103788906937,0.0105307685390698
"ENST00000611549.2","RAP1GAP",6.86278386826943e-66,1.15612952602637e-62,-3.16710224895635,0.184725718671685,5.49064497932299,3.05010930596984,0.0257996853201952,0.0253857013879608,0.0171425125178745,0.0253857013879608
"ENST00000393784.5","ERGIC1",6.5754788044558e-66,1.15612952602637e-62,1.03309514965514,0.0602480007545413,8.95629980643641,0.323501089148868,0.000133850922549005,0.00401041492316675,0.00531088146982982,0.00531088146982982
"ENST00000522677.5","MYBL1",6.83378123090659e-66,1.15612952602637e-62,1.75233941786989,0.10220620774533,6.23723083135279,0.931465396818997,0.00408763101562712,0.00873407672539735,0.0115815323368952,0.0115815323368952
"ENST00000369838.5","SH3BGRL2",2.9799426782423e-65,4.90856157960072e-62,-2.38401374701588,0.139748447349483,5.72324776468289,1.72849201803212,0.00637112435168516,0.0229233184532017,0.0151040586018177,0.0229233184532017
"ENST00000221307.10","CYP4F3",3.72387511264928e-65,6.00061997500033e-62,-2.22241554760816,0.130375264502748,6.41391244488136,1.50213651138813,0.00594566641356568,0.0195508979776767,0.0106557983046709,0.0195508979776767
"ENST00000412622.3","PHLDB2",5.68169520624063e-65,8.96063777590171e-62,6.87110846439232,0.403670436438725,2.74240705163621,14.2079837224866,0.0792912410517102,-0.023860911484905,0.165133490830236,0.165133490830236
"ENST00000340607.4","PTGES",4.08745416195987e-64,6.31205108960653e-61,1.44121551302636,0.0852504894645798,6.71475385103606,0.627520806738798,0.00158543353624273,0.00390226676681782,0.00931603539468292,0.00931603539468292
"ENST00000374525.3","AKAP2",1.06592284788405e-63,1.61245847299097e-60,1.39619637916853,0.0828649331692328,6.92731933290029,0.593049215339964,0.00168366246141447,0.00861623326229764,0.00851723676744307,0.00861623326229764
"ENST00000547702.3","CNTN1",1.86083079249773e-63,2.75864443326203e-60,-1.39281907951886,0.0828266405234135,7.50816722653905,0.590215799338005,0.00175510711769507,0.00853527145289709,0.0068975160100331,0.00853527145289709
"ENST00000282223.9","SPOCK1",3.03506188390515e-63,4.41119464867815e-60,2.72870642531393,0.162548190821388,5.98519520319643,2.26545792387202,0.00738493172797497,0.0322479397809843,0.0131311273722187,0.0322479397809843
"ENST00000397528.6","SLC7A7",3.95386979491277e-63,5.63608932073296e-60,-2.05984139795326,0.122819019050833,6.9180052248451,1.28011625448188,0.0140770981245899,-0.00503674929301,0.00854966903632353,0.00854966903632353
"ENST00000381086.7","IGFBP3",1.07249052485935e-62,1.49994882386179e-59,1.94834193639338,0.116583678490113,7.78175424307289,1.15512099524108,0.000896358228500591,0.0194912729069284,0.00636706156729999,0.0194912729069284
"ENST00000332966.8","SLIT3",3.14548596018694e-62,4.31770372801661e-59,1.90679380667736,0.114538092003926,6.18030793407006,1.09486947387799,0.00777240048572794,-0.00263404108191584,0.0119060612941218,0.0119060612941218
"ENST00000512123.1","FRAS1",6.1476230086752e-62,8.28520741627346e-59,-1.35043672884807,0.0813147413936283,7.54381684374672,0.55503831218806,0.000676594220145797,0.00924153653172318,0.00682091958354794,0.00924153653172318
"ENST00000400191.5","EPHB2",1.82309603901e-61,2.41312804992103e-58,1.4335171061743,0.0866583044438804,6.87052012238131,0.624650027434187,0.00254587848701598,0.00765242067034102,0.00871861410661641,0.00871861410661641
"ENST00000222644.7","MPP6",7.32733344294343e-60,9.52861866885506e-57,-1.36431989572967,0.0836072932782673,6.91890600003287,0.562651364160183,0.0019387467604216,0.00336216673338023,0.00854652247355571,0.00854652247355571
"ENST00000341420.4","FLRT3",1.49992996084067e-59,1.91691048995437e-56,-2.14966022423037,0.132088482385079,6.02999821300534,1.407248564506,0.0101260639653326,0.0160449868028573,0.0128332602497124,0.0160449868028573
"ENST00000409304.3","SERPINE2",3.50433840238606e-59,4.40263694471974e-56,1.47290094281698,0.090794461392398,6.74150258032093,0.660468511375249,0.00315649668978878,0.00889019727259171,0.00920895463951469,0.00920895463951469
"ENST00000394825.3","NR4A1",1.23881102376001e-57,1.53042713875311e-54,-2.05611662120219,0.128491815603977,7.01859583852731,1.28809684400782,0.00501088279523627,0.0197543372205734,0.00821128686892903,0.0197543372205734
"ENST00000568686.1","RP4-555D20.2",1.49743544735958e-56,1.81960500164068e-53,1.25843600014434,0.0794164772398847,6.97436708589199,0.481352868850978,0.00110358898278215,0.00671455965870767,0.00835687630300753,0.00835687630300753
"ENST00000375820.6","COL4A1",2.25406321922209e-56,2.69484164615513e-53,1.4836661284997,0.0937824108378844,8.30327923016168,0.670933722956263,0.000288326832130832,0.0129043840417178,0.00567894339727023,0.0129043840417178
"ENST00000302068.6","FGB",7.29583810480313e-56,8.58407466159408e-53,-1.98054156270601,0.125779183970718,8.56271825374708,1.1957479482262,0.00108588091926711,0.0226447237612424,0.0054722380954132,0.0226447237612424
"ENST00000374632.5","EPHB2",1.88896708974778e-55,2.18777807125725e-52,1.74241948506253,0.111081964756199,6.33905054898425,0.923137299378191,0.0074750108372187,0.00793699016342621,0.0110337935039275,0.0110337935039275
"ENST00000215886.5","LGALS2",2.59059730775074e-55,2.95423745907256e-52,-3.25577459146676,0.207826608247916,4.80504852603348,3.23185073604716,0.0181349814003884,0.0466528672433605,0.0234654995678151,0.0466528672433605
"ENST00000269228.7","NPC1",6.68926891124071e-55,7.51265710267888e-52,1.75609370208331,0.112531180123419,7.50061703358457,0.940355446948967,0.00171199695332665,0.0172829027966274,0.00691404053726255,0.0172829027966274
"ENST00000371208.3","HOOK1",1.1500541592476e-54,1.27233752985178e-51,-2.27310211557463,0.145985162943281,5.17924667996807,1.56892753204453,0.0122767581863666,0.0112601964331014,0.019690743512998,0.019690743512998
"ENST00000614565.2","CDH4",4.09221764247299e-54,4.46075794898041e-51,3.22134422727635,0.207971162121274,5.6966704253856,3.16501999431089,0.00924905672521347,0.0556289496858963,0.0153289773559724,0.0556289496858963
"ENST00000357037.5","PTRF",4.38337384002949e-54,4.70888699301951e-51,1.57718278500459,0.10185256009337,9.21107323492366,0.758700393991543,0.00013595220276061,0.0154249637935997,0.00529952460785181,0.0154249637935997
"ENST00000360467.5","COL4A2",4.50709489770684e-54,4.77262717425174e-51,1.08334809618005,0.0699694011492075,9.17605568334159,0.357967789765695,0.000131137228359154,0.00721243841740893,0.00529680586774672,0.00721243841740893
"ENST00000359092.5","AXL",1.48725758496354e-53,1.55269691870193e-50,1.99300140225982,0.129363677737579,6.78195219764394,1.21169833016424,0.00705812705067292,0.0180443146260155,0.00905030728024622,0.0180443146260155
"ENST00000354546.7","ANXA6",2.61395545536586e-53,2.69106714129916e-50,1.19428923526337,0.0777041581641961,7.09653538349222,0.433238672987058,0.00109041534622664,0.00558538433785397,0.00796648894778297,0.00796648894778297
"ENST00000548015.1","KRT18",4.5732419706438e-51,4.64365736756166e-48,-1.51185846949481,0.100580099680229,6.18497518354609,0.696044437627521,0.00329560333512323,0.0096164317805892,0.011878931342404,0.011878931342404
"ENST00000377126.3","KLF9",4.71521309896059e-51,4.72311426685614e-48,-1.30511488249551,0.0868376737881844,6.65096508795287,0.517888725432932,0.00173250909652108,0.00688157650291798,0.00957866328689361,0.00957866328689361
"ENST00000393925.5","PHLDB2",1.61152280127256e-50,1.59270021495369e-47,1.50484071777298,0.100673536449312,6.90874849304241,0.687639599801604,0.00662061233134407,0.00372429272035033,0.00858212908047244,0.00858212908047244
"ENST00000369236.3","GFRA1",6.73704451835992e-50,6.57074589314356e-47,4.59944969038793,0.309682367606281,5.32757994640953,6.46156503889036,0.0350094225672015,0.108845330642146,0.0184802714766558,0.108845330642146
"ENST00000274289.5","PLK2",1.01086409481624e-49,9.73107664469601e-47,0.913169985451394,0.0615969204414047,8.55779584958458,0.252425864612445,0.000215876188154531,0.00261167120391361,0.00547539472364259,0.00547539472364259
"ENST00000587091.3","SLC16A2",1.3668320559742e-49,1.29891101688502e-46,1.38603286861528,0.0936214126501369,6.65316070455876,0.586844096552496,0.00180897075565291,0.0113384826042579,0.00956944790614993,0.0113384826042579
"ENST00000498017.1","ELF3",1.80912419772632e-49,1.6974623042059e-46,-1.75375473099567,0.118610795182182,5.58383412012801,0.932868358463359,0.00476893718021486,0.00794563971535234,0.0163338439204096,0.0163338439204096
"ENST00000321348.6","CYBRD1",2.32877174012675e-49,2.15772345581444e-46,1.18649865269206,0.0803382773361126,7.23599596515521,0.425376583667338,0.00211739363739661,0.00168619113174433,0.00756396457060461,0.00756396457060461
"ENST00000265109.5","RAI14",4.70045918450288e-49,4.30144242706286e-46,0.986413978288465,0.0670055865362509,7.97905460773565,0.297268332085602,0.000674082242666108,0.00603163165325758,0.00606054069793441,0.00606054069793441
"ENST00000261978.6","LTBP2",8.3662053625042e-49,7.56264154012514e-46,1.24577734242064,0.0848487340944052,6.81031391530667,0.469865883908279,0.00185727437791271,0.00348963542420185,0.00894168713822192,0.00894168713822192
"ENST00000522016.1","HR",1.69366797323664e-48,1.51254752829147e-45,-1.76678980017134,0.12072822166837,6.05300212857502,0.953954223605494,0.00447414961022603,0.0173888056505848,0.0126843251452607,0.0173888056505848
"ENST00000326685.9","ABLIM3",1.99532678169576e-48,1.76073336150496e-45,2.78242240724916,0.190273403778102,4.85134114038307,2.34009930890166,0.0314128243731512,-0.00949160788190368,0.0228931279048056,0.0228931279048056
"ENST00000358415.6","ITIH2",4.38635685377148e-48,3.82510959328185e-45,-6.17818188777468,0.424046927009626,2.39594376332739,11.4594067576893,0.0101541968013805,0.000379960900084858,0.25956949765808,0.25956949765808
"ENST00000489173.1","GLYCTK",4.84794672326341e-48,4.17847910366485e-45,-1.91566363681534,0.131545603627955,5.389664280987,1.12014220638812,0.0079785337658698,0.0160365356880693,0.0179778349848948,0.0179778349848948
"ENST00000239938.4","EGR1",8.8837767582586e-48,7.56897779803632e-45,-1.48026773657485,0.101937838436392,8.43333409698441,0.669827359069433,0.000299820293291241,0.0152871640643347,0.00556492220642475,0.0152871640643347
"ENST00000404484.6","TPM1",2.71971098936277e-47,2.29086201563098e-44,-6.31416987382549,0.437136613874967,2.4639377563528,11.9783681622087,0.0491747870891914,-0.0269925326502658,0.237457841695917,0.237457841695917
"ENST00000393467.1","CAV1",4.56727075694153e-47,3.80386941109589e-44,1.00580552478547,0.069805805857032,8.90063263004309,0.309340846744312,0.000458573251013694,0.00685070254601077,0.00532299602891165,0.00685070254601077
"ENST00000392951.6","TAGLN",6.85520880131165e-47,5.64594996876028e-44,2.24536951143816,0.156139383654486,5.64053204457877,1.54176068142242,0.00567215981946263,0.0308971008725416,0.0158208892950409,0.0308971008725416
"ENST00000262428.4","COTL1",9.27353501785126e-47,7.55375285344183e-44,1.14957588214356,0.0800561540023234,8.92798179805793,0.404148197994214,0.000486332639599009,0.00912714905086657,0.00531661024230605,0.00912714905086657
"ENST00000393306.3","OSGIN1",1.30143761112238e-46,1.04856262485691e-43,-1.14365998419405,0.0797747622983819,7.93685141124635,0.400024263073734,0.000682285887618647,0.00886373316202635,0.00612112091600081,0.00886373316202635
"ENST00000558770.3","HAPLN3",2.07154955927741e-46,1.65109182292342e-43,2.33889635573236,0.163515635139209,5.03928733631038,1.66288878336813,0.0191849793629766,0.00801243877538913,0.0209210650394919,0.0209210650394919
"ENST00000546656.1","KRT18",5.7431780619374e-46,4.52880139003243e-43,-1.9061856650593,0.133930131662072,5.39488292237792,1.09640055349678,0.00897056362324858,-0.001048792881367,0.0179353566272815,0.0179353566272815
"ENST00000617199.1","MFGE8",6.63949488892203e-46,5.18048335943639e-43,1.4200451019968,0.0998446642905185,6.16682830004992,0.609807953470537,0.00296848394715416,0.00309342350160116,0.0119849515337753,0.0119849515337753
"ENST00000271751.6","KCNH1",1.25866892013341e-45,9.71849739958007e-43,2.53197411171866,0.178588221721582,5.26491066647207,1.96154037424926,0.0108567274714209,0.0369839019350944,0.0189866480078091,0.0369839019350944
"ENST00000419625.3","ANXA13",1.71555825845543e-45,1.31096948814176e-42,-2.16292910395948,0.152792723537752,6.36143817445016,1.43149343226579,0.00432845441879906,0.0306899701303267,0.0109186512021788,0.0306899701303267
"ENST00000282903.7","PLOD2",6.1093018870038e-45,4.62087645992112e-42,1.23012079531908,0.0874509418206495,8.29994438271261,0.463136351993317,0.00447434647232668,0.00699715436565124,0.00568214969095847,0.00699715436565124
"ENST00000308963.4","C11orf86",1.10598241847504e-44,8.28079199869134e-42,2.18262494517594,0.155630932758236,4.77180646145571,1.44751851117927,0.0124277326444808,0.0105260370905002,0.0239037482023171,0.0239037482023171
"ENST00000376236.6","APBB1IP",1.58078862987195e-44,1.17174376400629e-41,2.86619068237688,0.204742526993326,4.49587418050516,2.49194615580444,0.0342704363530684,1.88729984727867e-05,0.0286088171863509,0.0286088171863509
"ENST00000288670.11","FMNL2",1.73682218810008e-44,1.27465552347257e-41,1.1905969838577,0.0850893912643608,7.20332518480621,0.433944598798202,0.00196990429566521,0.00889040246294401,0.00765432713541777,0.00889040246294401
"ENST00000027335.5","CDH17",1.97746808820354e-44,1.43703769186274e-41,-2.30184720363501,0.164616630370909,6.79662795861988,1.6220685266583,0.00223719275061294,0.0384107597413959,0.0089938146711863,0.0384107597413959
"ENST00000355426.5","EFEMP1",5.96485152787961e-44,4.29260829759756e-41,3.38287901983455,0.243297346859102,5.48833859507752,3.50419345763744,0.0303007878517931,0.058489610631224,0.0171619890571034,0.058489610631224
"ENST00000303562.6","FOS",1.79587916846179e-43,1.27997834118329e-40,-1.62433315147545,0.117490668551208,8.10283374541416,0.808102324730586,0.000664400337052917,0.0200416854578617,0.00589776227246612,0.0200416854578617
"ENST00000297205.4","STEAP1",1.95940650484331e-43,1.38322902633338e-40,-1.41442880079752,0.10235438176332,6.21743983723106,0.601623039587538,0.00402181681007432,-0.0022213295227156,0.0116928123891528,0.0116928123891528
"ENST00000200453.5","PPP1R15A",2.68457264304867e-43,1.87727606220132e-40,-1.0621446723842,0.0769879235923425,8.23288064973619,0.345557959977114,0.000303323139397165,0.00858738742919339,0.00574969675476013,0.00858738742919339
"ENST00000329255.3","ALX4",3.71486017940031e-43,2.57346070969971e-40,2.7763216015713,0.201579918214868,4.42892626953146,2.33257791644937,0.0311047687877377,-0.00586798648280955,0.0298469263535316,0.0298469263535316
"ENST00000263726.3","LHX4",4.7067061291119e-43,3.2303693066138e-40,-1.6542006308139,0.120255606007476,5.57815623348748,0.832342489130404,0.00530764557779273,0.00897806821580268,0.0163844705865454,0.0163844705865454
"ENST00000301178.6","AXL",5.33545143138635e-43,3.62830276972552e-40,2.02074038048899,0.146998919476012,8.23172350109248,1.25094792439417,0.000967481380873035,0.0314455421097997,0.00575091399476985,0.0314455421097997
"ENST00000439649.5","GFRA1",6.33567076988148e-43,4.26932054678813e-40,7.10187195106277,0.517094170431708,2.85779705629209,15.2741237046291,0.258673363945214,-0.0797381866433074,0.14240620769647,0.14240620769647
"ENST00000543580.3","GPR176",6.67097546377829e-43,4.45476923673065e-40,2.49732574322533,0.181882177658288,4.51020115293613,1.90349675263696,0.0212821050130454,0.019350385367165,0.0283395848115365,0.0283395848115365
"ENST00000262065.5","MMD",6.81643645823934e-43,4.51126371455833e-40,-1.28972543824726,0.0939424006991189,7.67353626428453,0.509607721397559,0.00052438814636293,0.0127133738273078,0.00656147200197631,0.0127133738273078
"ENST00000566936.3","DOK4",1.21401168771876e-42,7.96348693278457e-40,-1.22397893483282,0.0894263127691169,7.5833843989545,0.45903380837292,0.00236739313002222,0.00962820499319768,0.006738621600287,0.00962820499319768
"ENST00000328453.7","GATS",2.07763094058652e-42,1.35089750736873e-39,-1.89935991358617,0.139168595338444,5.82503386088714,1.10551190191559,0.0113728199744331,0.0176790269182801,0.0142871164727742,0.0176790269182801
"ENST00000257527.6","ADAM19",4.23380821623892e-42,2.72892869756951e-39,1.84639869219659,0.135805313273398,6.24062214174783,1.04488813889952,0.00249983414199024,0.0251647905279384,0.0115626264549116,0.0251647905279384
"ENST00000368679.6","ADAM12",5.23516627862095e-42,3.31667919005555e-39,1.69780919381791,0.125019238457167,5.43177596852259,0.877637533479967,0.00581143783150583,0.0102769570387192,0.0176332771451092,0.0176332771451092
"ENST00000379716.3","SH3KBP1",5.22855490337962e-42,3.31667919005555e-39,1.26307241676373,0.0930064909802318,6.87554417596388,0.488985827834156,0.00326316947203878,0.00971214157464513,0.00870045147722236,0.00971214157464513
"ENST00000585421.3","TIMP2",7.32297994828651e-42,4.60007259056601e-39,1.14005776271618,0.0841012308466074,8.25804122338556,0.398407131134722,0.0016329359807538,0.00897658956411772,0.00572366588722377,0.00897658956411772
"ENST00000442011.4","TGFBI",7.65242775266312e-42,4.76662651040673e-39,1.55298665215752,0.114589991905781,9.64081281975019,0.739287302027783,0.000150845526283301,0.0195454538411671,0.00544554975859834,0.0195454538411671
"ENST00000264025.5","PVRL1",8.01185404230869e-42,4.94892224193408e-39,-1.12799073230228,0.083251577573447,6.83211633245793,0.387778266959971,0.00153649790381904,0.00605017623620654,0.00885973984888245,0.00885973984888245
"ENST00000418331.4","PTPRJ",2.05407499612988e-41,1.25831615713331e-38,1.714298044324,0.127174465049853,6.0289117077071,0.890812965938938,0.0114196560139574,3.98821198065117e-05,0.0128403608271171,0.0128403608271171
"ENST00000282030.5","SETBP1",3.54332883835279e-41,2.15283366241034e-38,-2.52201621785411,0.187655560497439,5.50837622673831,1.95042727219848,0.0069344859501823,0.0458874281282295,0.0169920011725942,0.0458874281282295
"ENST00000305354.4","TM4SF4",3.81156216397873e-41,2.29697751091674e-38,-1.47225756347561,0.109590252574231,6.59518679000147,0.664674728114478,0.00217475649723493,0.0158402786916907,0.00981716003329891,0.0158402786916907
"ENST00000436383.1","LINC00707",6.64269152092353e-41,3.97082956691077e-38,2.63569070151974,0.196795895259287,6.15080165457572,2.13053399149237,0.0045367701378667,0.0535561664484899,0.0120797954813737,0.0535561664484899
"ENST00000360938.5","ETS2",8.8249227223227e-41,5.23310857495558e-38,0.924944264312893,0.0691707085018074,7.74862149233007,0.262398071923166,0.000657589561332038,0.00651929081063099,0.00642452970519349,0.00651929081063099
"ENST00000286298.4","SLC26A2",1.29472911085108e-40,7.61670639783533e-38,1.93299650010692,0.144865697963605,8.10982023342506,1.14612592536346,0.000448386557241652,0.0310307191124818,0.00588922063724361,0.0310307191124818
"ENST00000403106.5","FGA",1.84158706769964e-40,1.0748488173714e-37,-2.25685139418739,0.169470376339283,8.35300375497359,1.56247771478156,0.000569568236760008,0.0425107444481074,0.00563282659050345,0.0425107444481074
"ENST00000503506.4","TXNRD1",1.88056540430415e-40,1.08902367209876e-37,-0.875226287780881,0.0657297827005334,10.3733360998673,0.23493574991134,0.000260950117256653,0.00615084171340728,0.00621965638353236,0.00621965638353236
